trial_num	cue_type	target_identity	target_category	choices	target_presence	response	response_correct	response_rt	trial_time	pre_cue	notsure	target_stim	timing1	actual_timing1	positions	a	b	c	d	e	f	g	h	i	j	k	l	m	n	o	p	q	r	s	t	u	v	w	x	y	z	aa	bb	cc	dd	ee	ff	gg	hh	ii	jj	kk	ll	mm	nn	oo	pp
134	postcue	shoe	object	"['a', 'b']"	absent	absent	1	0.517512603	6.564853037	[False]	['absent']	[False]	0.9	0.914744404	"[(0, 0)]"	['coast_60']	['absent']	['coast_60']	0.1	0.116633681	"[(0, 0)]"	['chair_48']	['absent']	['chair_48']	0.1	0.116652156	"[(0, 0)]"	['woods_49']	['absent']	['woods_49']	0.1	0.116669751	"[(0, 0)]"	['car_39']	['absent']	['car_39']	0.1	0.116658314	"[(0, 0)]"	['desert_2']	['absent']	['desert_2']	0.1	0.116648344	"[(0, 0)]"	['flower_4']	['absent']	['flower_4']	0.1	0.116646584	"[(0, 0)]"	['shoe']	['absent']	['shoe']	0.9	0.916645235	"[(0, 0)]"
135	precue	car	object	"['a', 'b']"	present	present	1	0.685390138	6.56494805	['car']	['present']	['car']	0.9	0.914882524	"[(0, 0)]"	['flower_24']	['present']	['flower_24']	0.1	0.116652742	"[(0, 0)]"	['woods_52']	['present']	['woods_52']	0.1	0.116662419	"[(0, 0)]"	['desert_25']	['present']	['desert_25']	0.1	0.116946576	"[(0, 0)]"	['bathroom_30']	['present']	['bathroom_30']	0.1	0.116369465	"[(0, 0)]"	['car_24']	['present']	['car_24']	0.1	0.116598785	"[(0, 0)]"	['shoe_2']	['present']	['shoe_2']	0.1	0.100029119	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916664003	"[(0, 0)]"
136	precue	desert	scene	"['a', 'b']"	absent	present	0	0.582161687	6.531770597	['desert']	['present']	['desert']	0.9	0.915025922	"[(0, 0)]"	['coast_51']	['present']	['coast_51']	0.1	0.100028533	"[(0, 0)]"	['bathroom_17']	['present']	['bathroom_17']	0.1	0.116663886	"[(0, 0)]"	['chair_55']	['present']	['chair_55']	0.1	0.116660073	"[(0, 0)]"	['shoe_28']	['present']	['shoe_28']	0.1	0.1165938	"[(0, 0)]"	['flower_49']	['present']	['flower_49']	0.1	0.100049647	"[(0, 0)]"	['woods_20']	['present']	['woods_20']	0.1	0.116594679	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.90004214	"[(0, 0)]"
137	nocue	FALSE	FALSE	"['a', 'b']"	absent	present	0	0.62282194	6.581561116	[False]	['present']	[False]	0.9	0.914852906	"[(0, 0)]"	['flower_61']	['present']	['flower_61']	0.1	0.116661833	"[(0, 0)]"	['chair_44']	['present']	['chair_44']	0.1	0.116653622	"[(0, 0)]"	['shoe_25']	['present']	['shoe_25']	0.1	0.11665978	"[(0, 0)]"	['coast_72']	['present']	['coast_72']	0.1	0.116637787	"[(0, 0)]"	['woods_62']	['present']	['woods_62']	0.1	0.116657141	"[(0, 0)]"	['bathroom_51']	['present']	['bathroom_51']	0.1	0.1166589	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.90004038	"[(0, 0)]"
138	precue	car	object	"['a', 'b']"	absent	absent	1	0.632495593	6.565175317	['car']	['absent']	['car']	0.9	0.915014778	"[(0, 0)]"	['bathroom_1']	['absent']	['bathroom_1']	0.1	0.100059617	"[(0, 0)]"	['chair_50']	['absent']	['chair_50']	0.1	0.11665978	"[(0, 0)]"	['desert_69']	['absent']	['desert_69']	0.1	0.116652156	"[(0, 0)]"	['woods_9']	['absent']	['woods_9']	0.1	0.116655088	"[(0, 0)]"	['shoe_22']	['absent']	['shoe_22']	0.1	0.116646291	"[(0, 0)]"	['flower_58']	['absent']	['flower_58']	0.1	0.116711392	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916637611	"[(0, 0)]"
139	postcue	woods	scene	"['a', 'b']"	present	absent	0	0.556077602	6.564618733	[False]	['absent']	[False]	0.9	0.914637955	"[(0, 0)]"	['coast_15']	['absent']	['coast_15']	0.1	0.100066362	"[(0, 0)]"	['chair_33']	['absent']	['chair_33']	0.1	0.1166155	"[(0, 0)]"	['shoe_50']	['absent']	['shoe_50']	0.1	0.116645998	"[(0, 0)]"	['car_4']	['absent']	['car_4']	0.1	0.116653329	"[(0, 0)]"	['woods_4']	['absent']	['woods_4']	0.1	0.116663592	"[(0, 0)]"	['desert_46']	['absent']	['desert_46']	0.1	0.116647171	"[(0, 0)]"	['woods']	['absent']	['woods']	0.9	0.916625588	"[(0, 0)]"
140	postcue	woods	scene	"['a', 'b']"	present	absent	0	0.483047793	6.531850067	[False]	['absent']	[False]	0.9	0.91500774	"[(0, 0)]"	['chair_28']	['absent']	['chair_28']	0.1	0.10003909	"[(0, 0)]"	['desert_32']	['absent']	['desert_32']	0.1	0.11664981	"[(0, 0)]"	['shoe_3']	['absent']	['shoe_3']	0.1	0.10000302	"[(0, 0)]"	['woods_44']	['absent']	['woods_44']	0.1	0.11663808	"[(0, 0)]"	['coast_73']	['absent']	['coast_73']	0.1	0.10000302	"[(0, 0)]"	['flower_8']	['absent']	['flower_8']	0.1	0.116645704	"[(0, 0)]"	['woods']	['absent']	['woods']	0.9	0.916633505	"[(0, 0)]"
141	precue	bathroom	scene	"['a', 'b']"	present	present	1	0.615502185	6.548389528	['bathroom']	['present']	['bathroom']	0.9	0.914958475	"[(0, 0)]"	['shoe_4']	['present']	['shoe_4']	0.1	0.100038503	"[(0, 0)]"	['woods_48']	['present']	['woods_48']	0.1	0.116634268	"[(0, 0)]"	['bathroom_46']	['present']	['bathroom_46']	0.1	0.11660377	"[(0, 0)]"	['car_9']	['present']	['car_9']	0.1	0.100045541	"[(0, 0)]"	['flower_27']	['present']	['flower_27']	0.1	0.100045541	"[(0, 0)]"	['desert_40']	['present']	['desert_40']	0.1	0.116654795	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916652273	"[(0, 0)]"
142	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.561906192	6.531608138	[False]	['absent']	[False]	0.9	0.914892201	"[(0, 0)]"	['car_8']	['absent']	['car_8']	0.1	0.100053459	"[(0, 0)]"	['bathroom_10']	['absent']	['bathroom_10']	0.1	0.1166372	"[(0, 0)]"	['desert_72']	['absent']	['desert_72']	0.1	0.116609342	"[(0, 0)]"	['shoe_48']	['absent']	['shoe_48']	0.1	0.116658314	"[(0, 0)]"	['coast_46']	['absent']	['coast_46']	0.1	0.100029119	"[(0, 0)]"	['chair_17']	['absent']	['chair_17']	0.1	0.116665059	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.90007645	"[(0, 0)]"
143	precue	coast	scene	"['a', 'b']"	absent	absent	1	0.453262629	6.565168572	['coast']	['absent']	['coast']	0.9	0.915174012	"[(0, 0)]"	['bathroom_46']	['absent']	['bathroom_46']	0.1	0.100092754	"[(0, 0)]"	['chair_14']	['absent']	['chair_14']	0.1	0.116605529	"[(0, 0)]"	['desert_39']	['absent']	['desert_39']	0.1	0.116651863	"[(0, 0)]"	['car_27']	['absent']	['car_27']	0.1	0.11667239	"[(0, 0)]"	['woods_21']	['absent']	['woods_21']	0.1	0.116637493	"[(0, 0)]"	['flower_16']	['absent']	['flower_16']	0.1	0.116654502	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.900036861	"[(0, 0)]"
144	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.544608099	6.548493044	[False]	['absent']	[False]	0.9	0.915103046	"[(0, 0)]"	['bathroom_16']	['absent']	['bathroom_16']	0.1	0.116607875	"[(0, 0)]"	['chair_29']	['absent']	['chair_29']	0.1	0.100023548	"[(0, 0)]"	['flower_69']	['absent']	['flower_69']	0.1	0.100051406	"[(0, 0)]"	['shoe_41']	['absent']	['shoe_41']	0.1	0.11665978	"[(0, 0)]"	['desert_48']	['absent']	['desert_48']	0.1	0.116653622	"[(0, 0)]"	['woods_17']	['absent']	['woods_17']	0.1	0.116590867	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916597436	"[(0, 0)]"
145	postcue	car	object	"['a', 'b']"	present	absent	0	0.680092033	6.531680863	[False]	['absent']	[False]	0.9	0.91495173	"[(0, 0)]"	['flower_13']	['absent']	['flower_13']	0.1	0.11665978	"[(0, 0)]"	['woods_42']	['absent']	['woods_42']	0.1	0.100046714	"[(0, 0)]"	['desert_17']	['absent']	['desert_17']	0.1	0.116592333	"[(0, 0)]"	['bathroom_43']	['absent']	['bathroom_43']	0.1	0.116650103	"[(0, 0)]"	['car_54']	['absent']	['car_54']	0.1	0.116615793	"[(0, 0)]"	['shoe_12']	['absent']	['shoe_12']	0.1	0.100023841	"[(0, 0)]"	['car']	['absent']	['car']	0.9	0.900052403	"[(0, 0)]"
146	postcue	bathroom	scene	"['a', 'b']"	absent	absent	1	0.466559651	6.565172384	[False]	['absent']	[False]	0.9	0.915117415	"[(0, 0)]"	['flower_12']	['absent']	['flower_12']	0.1	0.100048181	"[(0, 0)]"	['woods_48']	['absent']	['woods_48']	0.1	0.116702301	"[(0, 0)]"	['desert_24']	['absent']	['desert_24']	0.1	0.116600544	"[(0, 0)]"	['shoe_5']	['absent']	['shoe_5']	0.1	0.116652742	"[(0, 0)]"	['coast_57']	['absent']	['coast_57']	0.1	0.116654209	"[(0, 0)]"	['chair_46']	['absent']	['chair_46']	0.1	0.116653915	"[(0, 0)]"	['bathroom']	['absent']	['bathroom']	0.9	0.916657845	"[(0, 0)]"
147	postcue	shoe	object	"['a', 'b']"	absent	absent	1	0.353702999	6.564923124	[False]	['absent']	[False]	0.9	0.91486053	"[(0, 0)]"	['flower_6']	['absent']	['flower_6']	0.1	0.100049354	"[(0, 0)]"	['bathroom_32']	['absent']	['bathroom_32']	0.1	0.116640426	"[(0, 0)]"	['desert_54']	['absent']	['desert_54']	0.1	0.116649517	"[(0, 0)]"	['car_54']	['absent']	['car_54']	0.1	0.116626057	"[(0, 0)]"	['chair_29']	['absent']	['chair_29']	0.1	0.100022375	"[(0, 0)]"	['woods_19']	['absent']	['woods_19']	0.1	0.116658607	"[(0, 0)]"	['shoe']	['absent']	['shoe']	0.9	0.916644355	"[(0, 0)]"
148	postcue	flower	object	"['a', 'b']"	absent	present	0	0.481304436	6.514736134	[False]	['present']	[False]	0.9	0.914606577	"[(0, 0)]"	['coast_50']	['present']	['coast_50']	0.1	0.100040849	"[(0, 0)]"	['bathroom_53']	['present']	['bathroom_53']	0.1	0.116605823	"[(0, 0)]"	['car_8']	['present']	['car_8']	0.1	0.100032932	"[(0, 0)]"	['chair_24']	['present']	['chair_24']	0.1	0.100011818	"[(0, 0)]"	['desert_38']	['present']	['desert_38']	0.1	0.111170771	"[(0, 0)]"	['shoe_61']	['present']	['shoe_61']	0.1	0.1054108	"[(0, 0)]"	['flower']	['present']	['flower']	0.9	0.916601248	"[(0, 0)]"
149	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.417974673	6.515092723	[False]	['absent']	[False]	0.9	0.914922992	"[(0, 0)]"	['woods_35']	['absent']	['woods_35']	0.1	0.11664805	"[(0, 0)]"	['coast_36']	['absent']	['coast_36']	0.1	0.116647757	"[(0, 0)]"	['desert_31']	['absent']	['desert_31']	0.1	0.116663006	"[(0, 0)]"	['car_25']	['absent']	['car_25']	0.1	0.116642772	"[(0, 0)]"	['chair_15']	['absent']	['chair_15']	0.1	0.100053752	"[(0, 0)]"	['flower_10']	['absent']	['flower_10']	0.1	0.116550399	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916541425	"[(0, 0)]"
150	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.37364208	6.548403604	[False]	['absent']	[False]	0.9	0.915010966	"[(0, 0)]"	['desert_18']	['absent']	['desert_18']	0.1	0.100090408	"[(0, 0)]"	['bathroom_17']	['absent']	['bathroom_17']	0.1	0.116603183	"[(0, 0)]"	['flower_50']	['absent']	['flower_50']	0.1	0.100035864	"[(0, 0)]"	['car_39']	['absent']	['car_39']	0.1	0.116657434	"[(0, 0)]"	['shoe_28']	['absent']	['shoe_28']	0.1	0.116659487	"[(0, 0)]"	['coast_25']	['absent']	['coast_25']	0.1	0.116597612	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.900019853	"[(0, 0)]"
151	postcue	chair	object	"['a', 'b']"	absent	absent	1	0.652166059	6.515053428	[False]	['absent']	[False]	0.9	0.914949384	"[(0, 0)]"	['car_63']	['absent']	['car_63']	0.1	0.100042902	"[(0, 0)]"	['shoe_14']	['absent']	['shoe_14']	0.1	0.116646584	"[(0, 0)]"	['desert_60']	['absent']	['desert_60']	0.1	0.116605823	"[(0, 0)]"	['woods_1']	['absent']	['woods_1']	0.1	0.100046128	"[(0, 0)]"	['coast_59']	['absent']	['coast_59']	0.1	0.116659194	"[(0, 0)]"	['flower_10']	['absent']	['flower_10']	0.1	0.116591454	"[(0, 0)]"	['chair']	['absent']	['chair']	0.9	0.900084074	"[(0, 0)]"
152	postcue	chair	object	"['a', 'b']"	present	present	1	0.45172044	6.548455215	[False]	['present']	[False]	0.9	0.915061698	"[(0, 0)]"	['woods_51']	['present']	['woods_51']	0.1	0.100047887	"[(0, 0)]"	['chair_17']	['present']	['chair_17']	0.1	0.116602597	"[(0, 0)]"	['car_11']	['present']	['car_11']	0.1	0.100034984	"[(0, 0)]"	['coast_33']	['present']	['coast_33']	0.1	0.11664981	"[(0, 0)]"	['shoe_6']	['present']	['shoe_6']	0.1	0.116666818	"[(0, 0)]"	['bathroom_2']	['present']	['bathroom_2']	0.1	0.116645998	"[(0, 0)]"	['chair']	['present']	['chair']	0.9	0.91665198	"[(0, 0)]"
153	postcue	flower	object	"['a', 'b']"	present	present	1	0.50602492	6.565054205	[False]	['present']	[False]	0.9	0.915001289	"[(0, 0)]"	['car_47']	['present']	['car_47']	0.1	0.100044955	"[(0, 0)]"	['chair_38']	['present']	['chair_38']	0.1	0.116606116	"[(0, 0)]"	['desert_57']	['present']	['desert_57']	0.1	0.10003821	"[(0, 0)]"	['woods_35']	['present']	['woods_35']	0.1	0.116650103	"[(0, 0)]"	['flower_54']	['present']	['flower_54']	0.1	0.11665978	"[(0, 0)]"	['coast_61']	['present']	['coast_61']	0.1	0.116654795	"[(0, 0)]"	['flower']	['present']	['flower']	0.9	0.916653739	"[(0, 0)]"
154	precue	coast	scene	"['a', 'b']"	absent	absent	1	0.364124728	6.515076888	['coast']	['absent']	['coast']	0.9	0.914959941	"[(0, 0)]"	['car_10']	['absent']	['car_10']	0.1	0.100034398	"[(0, 0)]"	['flower_5']	['absent']	['flower_5']	0.1	0.116603477	"[(0, 0)]"	['desert_35']	['absent']	['desert_35']	0.1	0.100048181	"[(0, 0)]"	['woods_10']	['absent']	['woods_10']	0.1	0.116593506	"[(0, 0)]"	['chair_29']	['absent']	['chair_29']	0.1	0.116665059	"[(0, 0)]"	['bathroom_16']	['absent']	['bathroom_16']	0.1	0.10003997	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916656379	"[(0, 0)]"
155	precue	shoe	object	"['a', 'b']"	present	present	1	0.340214194	6.547844087	['shoe']	['present']	['shoe']	0.9	0.914444412	"[(0, 0)]"	['desert_39']	['present']	['desert_39']	0.1	0.116712272	"[(0, 0)]"	['bathroom_41']	['present']	['bathroom_41']	0.1	0.100040263	"[(0, 0)]"	['flower_40']	['present']	['flower_40']	0.1	0.116664179	"[(0, 0)]"	['car_48']	['present']	['car_48']	0.1	0.116654795	"[(0, 0)]"	['shoe_8']	['present']	['shoe_8']	0.1	0.116594386	"[(0, 0)]"	['coast_1']	['present']	['coast_1']	0.1	0.10003909	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916654619	"[(0, 0)]"
156	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.534570819	6.564941598	[False]	['absent']	[False]	0.9	0.914885163	"[(0, 0)]"	['desert_40']	['absent']	['desert_40']	0.1	0.116696143	"[(0, 0)]"	['flower_14']	['absent']	['flower_14']	0.1	0.116655968	"[(0, 0)]"	['shoe_8']	['absent']	['shoe_8']	0.1	0.116653622	"[(0, 0)]"	['car_45']	['absent']	['car_45']	0.1	0.116607289	"[(0, 0)]"	['woods_35']	['absent']	['woods_35']	0.1	0.116609342	"[(0, 0)]"	['coast_7']	['absent']	['coast_7']	0.1	0.100079265	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.900035688	"[(0, 0)]"
157	postcue	coast	scene	"['a', 'b']"	absent	absent	1	0.731053782	6.565061537	[False]	['absent']	[False]	0.9	0.91499601	"[(0, 0)]"	['chair_34']	['absent']	['chair_34']	0.1	0.116658314	"[(0, 0)]"	['flower_12']	['absent']	['flower_12']	0.1	0.100043195	"[(0, 0)]"	['desert_39']	['absent']	['desert_39']	0.1	0.116587641	"[(0, 0)]"	['woods_53']	['absent']	['woods_53']	0.1	0.100051993	"[(0, 0)]"	['bathroom_66']	['absent']	['bathroom_66']	0.1	0.11667239	"[(0, 0)]"	['shoe_4']	['absent']	['shoe_4']	0.1	0.116586175	"[(0, 0)]"	['coast']	['absent']	['coast']	0.9	0.916659311	"[(0, 0)]"
158	nocue	FALSE	FALSE	"['a', 'b']"	absent	present	0	0.739603418	6.531701097	[False]	['present']	[False]	0.9	0.914918886	"[(0, 0)]"	['bathroom_4']	['present']	['bathroom_4']	0.1	0.116875611	"[(0, 0)]"	['car_31']	['present']	['car_31']	0.1	0.116421077	"[(0, 0)]"	['coast_12']	['present']	['coast_12']	0.1	0.100047887	"[(0, 0)]"	['flower_4']	['present']	['flower_4']	0.1	0.116612567	"[(0, 0)]"	['woods_3']	['present']	['woods_3']	0.1	0.100027653	"[(0, 0)]"	['chair_43']	['present']	['chair_43']	0.1	0.116831037	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916667815	"[(0, 0)]"
159	precue	shoe	object	"['a', 'b']"	absent	absent	1	0.545330662	6.531540104	['shoe']	['absent']	['shoe']	0.9	0.914873433	"[(0, 0)]"	['flower_14']	['absent']	['flower_14']	0.1	0.100105657	"[(0, 0)]"	['bathroom_19']	['absent']	['bathroom_19']	0.1	0.116603183	"[(0, 0)]"	['desert_49']	['absent']	['desert_49']	0.1	0.116645704	"[(0, 0)]"	['car_17']	['absent']	['car_17']	0.1	0.100030879	"[(0, 0)]"	['chair_45']	['absent']	['chair_45']	0.1	0.116604063	"[(0, 0)]"	['woods_36']	['absent']	['woods_36']	0.1	0.100057858	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.9166511	"[(0, 0)]"
160	postcue	car	object	"['a', 'b']"	absent	present	0	0.649911571	6.565143646	[False]	['present']	[False]	0.9	0.915137649	"[(0, 0)]"	['bathroom_25']	['present']	['bathroom_25']	0.1	0.100065775	"[(0, 0)]"	['chair_40']	['present']	['chair_40']	0.1	0.116607875	"[(0, 0)]"	['desert_75']	['present']	['desert_75']	0.1	0.116654795	"[(0, 0)]"	['woods_19']	['present']	['woods_19']	0.1	0.116650983	"[(0, 0)]"	['shoe_41']	['present']	['shoe_41']	0.1	0.1000039	"[(0, 0)]"	['flower_1']	['present']	['flower_1']	0.1	0.116656555	"[(0, 0)]"	['car']	['present']	['car']	0.9	0.916660484	"[(0, 0)]"
161	postcue	chair	object	"['a', 'b']"	present	present	1	0.638312747	6.531852706	[False]	['present']	[False]	0.9	0.915071375	"[(0, 0)]"	['car_19']	['present']	['car_19']	0.1	0.100102431	"[(0, 0)]"	['bathroom_47']	['present']	['bathroom_47']	0.1	0.116614913	"[(0, 0)]"	['woods_27']	['present']	['woods_27']	0.1	0.10002648	"[(0, 0)]"	['chair_25']	['present']	['chair_25']	0.1	0.116654502	"[(0, 0)]"	['shoe_28']	['present']	['shoe_28']	0.1	0.116665059	"[(0, 0)]"	['desert_49']	['present']	['desert_49']	0.1	0.116597318	"[(0, 0)]"	['chair']	['present']	['chair']	0.9	0.900065893	"[(0, 0)]"
162	postcue	desert	scene	"['a', 'b']"	present	absent	0	0.54938745	6.564810517	[False]	['absent']	[False]	0.9	0.914760826	"[(0, 0)]"	['car_19']	['absent']	['car_19']	0.1	0.116670044	"[(0, 0)]"	['woods_20']	['absent']	['woods_20']	0.1	0.11665978	"[(0, 0)]"	['flower_81']	['absent']	['flower_81']	0.1	0.116648637	"[(0, 0)]"	['shoe_42']	['absent']	['shoe_42']	0.1	0.116655382	"[(0, 0)]"	['desert_5']	['absent']	['desert_5']	0.1	0.116650983	"[(0, 0)]"	['bathroom_43']	['absent']	['bathroom_43']	0.1	0.116655088	"[(0, 0)]"	['desert']	['absent']	['desert']	0.9	0.916613564	"[(0, 0)]"
163	postcue	flower	object	"['a', 'b']"	absent	present	0	0.587104083	6.548307125	[False]	['present']	[False]	0.9	0.914855838	"[(0, 0)]"	['bathroom_49']	['present']	['bathroom_49']	0.1	0.100002141	"[(0, 0)]"	['desert_40']	['present']	['desert_40']	0.1	0.116656848	"[(0, 0)]"	['chair_51']	['present']	['chair_51']	0.1	0.116641306	"[(0, 0)]"	['coast_1']	['present']	['coast_1']	0.1	0.116660367	"[(0, 0)]"	['shoe_40']	['present']	['shoe_40']	0.1	0.116756845	"[(0, 0)]"	['car_3']	['present']	['car_3']	0.1	0.116543654	"[(0, 0)]"	['flower']	['present']	['flower']	0.9	0.916646408	"[(0, 0)]"
164	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.550684191	6.548272229	[False]	['absent']	[False]	0.9	0.914947918	"[(0, 0)]"	['car_46']	['absent']	['car_46']	0.1	0.100043782	"[(0, 0)]"	['bathroom_42']	['absent']	['bathroom_42']	0.1	0.116659194	"[(0, 0)]"	['flower_5']	['absent']	['flower_5']	0.1	0.100029999	"[(0, 0)]"	['desert_4']	['absent']	['desert_4']	0.1	0.116606409	"[(0, 0)]"	['woods_37']	['absent']	['woods_37']	0.1	0.116642185	"[(0, 0)]"	['shoe_50']	['absent']	['shoe_50']	0.1	0.116616086	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.900041553	"[(0, 0)]"
165	postcue	car	object	"['a', 'b']"	absent	absent	1	1.385185187	6.58176111	[False]	['absent']	[False]	0.9	0.915051141	"[(0, 0)]"	['shoe_59']	['absent']	['shoe_59']	0.1	0.116646291	"[(0, 0)]"	['coast_10']	['absent']	['coast_10']	0.1	0.1166589	"[(0, 0)]"	['desert_78']	['absent']	['desert_78']	0.1	0.116650983	"[(0, 0)]"	['chair_3']	['absent']	['chair_3']	0.1	0.116651276	"[(0, 0)]"	['woods_16']	['absent']	['woods_16']	0.1	0.11666066	"[(0, 0)]"	['flower_57']	['absent']	['flower_57']	0.1	0.11666154	"[(0, 0)]"	['car']	['absent']	['car']	0.9	0.916659898	"[(0, 0)]"
166	precue	desert	scene	"['a', 'b']"	present	absent	0	0.819074411	6.548277507	['desert']	['absent']	['desert']	0.9	0.914889268	"[(0, 0)]"	['bathroom_35']	['absent']	['bathroom_35']	0.1	0.100043782	"[(0, 0)]"	['woods_74']	['absent']	['woods_74']	0.1	0.116651863	"[(0, 0)]"	['shoe_42']	['absent']	['shoe_42']	0.1	0.116656555	"[(0, 0)]"	['desert_5']	['absent']	['desert_5']	0.1	0.116656261	"[(0, 0)]"	['flower_42']	['absent']	['flower_42']	0.1	0.116611101	"[(0, 0)]"	['chair_1']	['absent']	['chair_1']	0.1	0.100034984	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.900048884	"[(0, 0)]"
167	precue	coast	scene	"['a', 'b']"	absent	absent	1	0.603513048	6.548349353	['coast']	['absent']	['coast']	0.9	0.914954956	"[(0, 0)]"	['woods_46']	['absent']	['woods_46']	0.1	0.116653036	"[(0, 0)]"	['flower_57']	['absent']	['flower_57']	0.1	0.116614327	"[(0, 0)]"	['bathroom_5']	['absent']	['bathroom_5']	0.1	0.100029706	"[(0, 0)]"	['shoe_18']	['absent']	['shoe_18']	0.1	0.1000517	"[(0, 0)]"	['desert_14']	['absent']	['desert_14']	0.1	0.116789982	"[(0, 0)]"	['chair_6']	['absent']	['chair_6']	0.1	0.116478553	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.900034222	"[(0, 0)]"
168	precue	car	object	"['a', 'b']"	absent	absent	1	0.336203153	6.564633688	['car']	['absent']	['car']	0.9	0.914630037	"[(0, 0)]"	['chair_8']	['absent']	['chair_8']	0.1	0.100045835	"[(0, 0)]"	['flower_8']	['absent']	['flower_8']	0.1	0.116670337	"[(0, 0)]"	['desert_14']	['absent']	['desert_14']	0.1	0.116641306	"[(0, 0)]"	['coast_42']	['absent']	['coast_42']	0.1	0.116551865	"[(0, 0)]"	['shoe_22']	['absent']	['shoe_22']	0.1	0.100043489	"[(0, 0)]"	['bathroom_30']	['absent']	['bathroom_30']	0.1	0.116657728	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916659018	"[(0, 0)]"
169	precue	chair	object	"['a', 'b']"	absent	absent	1	0.422289519	6.565124585	['chair']	['absent']	['chair']	0.9	0.915122693	"[(0, 0)]"	['shoe_25']	['absent']	['shoe_25']	0.1	0.100099206	"[(0, 0)]"	['bathroom_18']	['absent']	['bathroom_18']	0.1	0.116654209	"[(0, 0)]"	['flower_42']	['absent']	['flower_42']	0.1	0.116668871	"[(0, 0)]"	['car_43']	['absent']	['car_43']	0.1	0.116589401	"[(0, 0)]"	['desert_7']	['absent']	['desert_7']	0.1	0.100046714	"[(0, 0)]"	['woods_42']	['absent']	['woods_42']	0.1	0.116590281	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916659311	"[(0, 0)]"
170	postcue	bathroom	scene	"['a', 'b']"	present	absent	0	0.55931007	6.548410348	[False]	['absent']	[False]	0.9	0.915022109	"[(0, 0)]"	['desert_59']	['absent']	['desert_59']	0.1	0.1000517	"[(0, 0)]"	['flower_31']	['absent']	['flower_31']	0.1	0.11665978	"[(0, 0)]"	['chair_51']	['absent']	['chair_51']	0.1	0.116650103	"[(0, 0)]"	['bathroom_39']	['absent']	['bathroom_39']	0.1	0.1166589	"[(0, 0)]"	['shoe_8']	['absent']	['shoe_8']	0.1	0.116549226	"[(0, 0)]"	['coast_13']	['absent']	['coast_13']	0.1	0.10010595	"[(0, 0)]"	['bathroom']	['absent']	['bathroom']	0.9	0.91659421	"[(0, 0)]"
171	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.434662811	6.548373693	[False]	['absent']	[False]	0.9	0.915044983	"[(0, 0)]"	['woods_32']	['absent']	['woods_32']	0.1	0.100039383	"[(0, 0)]"	['chair_25']	['absent']	['chair_25']	0.1	0.116663592	"[(0, 0)]"	['bathroom_8']	['absent']	['bathroom_8']	0.1	0.116597025	"[(0, 0)]"	['car_40']	['absent']	['car_40']	0.1	0.116644531	"[(0, 0)]"	['flower_1']	['absent']	['flower_1']	0.1	0.116649517	"[(0, 0)]"	['desert_45']	['absent']	['desert_45']	0.1	0.100046714	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916644649	"[(0, 0)]"
172	nocue	FALSE	FALSE	"['a', 'b']"	absent	present	0	0.759835453	6.548364015	[False]	['present']	[False]	0.9	0.914981934	"[(0, 0)]"	['desert_3']	['present']	['desert_3']	0.1	0.100048767	"[(0, 0)]"	['bathroom_48']	['present']	['bathroom_48']	0.1	0.116599371	"[(0, 0)]"	['coast_5']	['present']	['coast_5']	0.1	0.100035571	"[(0, 0)]"	['car_4']	['present']	['car_4']	0.1	0.116599371	"[(0, 0)]"	['flower_25']	['present']	['flower_25']	0.1	0.100044955	"[(0, 0)]"	['shoe_33']	['present']	['shoe_33']	0.1	0.116596732	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916649927	"[(0, 0)]"
